degrees F,0.006%,0.007%,0.008%,0.009%,0.01%,0.02%,0.03%,0.04%,0.05%,0.06%,0.07%,0.08%,0.09%,0.1%,0.2%,0.3%,0.4%,0.5%,0.6%,0.7%,0.8%,0.9%,1.0%,1.1%,1.2%,1.3%,1.4%,1.5%,1.6%,1.7%,1.8%,1.9%,2.0%
81.0,93.8,85.8,79.5,74.2,69.8,46.8,37.0,31.3,27.5,24.8,22.7,21.0,19.6,18.4,12.4,9.8,8.3,7.3,6.5,6.0,5.5,5.2,4.9,4.6,4.4,4.2,4.0,3.9,3.7,3.6,3.5,3.4,3.3
82.0,88.1,80.6,74.6,69.7,65.6,43.9,34.7,29.4,25.9,23.3,21.3,19.7,18.4,17.3,11.6,9.2,7.8,6.8,6.1,5.6,5.2,4.9,4.6,4.3,4.1,3.9,3.8,3.6,3.5,3.4,3.3,3.2,3.1
83.0,82.8,75.7,70.1,65.5,61.6,41.3,32.6,27.6,24.3,21.9,20.0,18.5,17.3,16.3,10.9,8.6,7.3,6.4,5.8,5.3,4.9,4.6,4.3,4.1,3.9,3.7,3.5,3.4,3.3,3.2,3.1,3.0,2.9
84.0,77.8,71.2,65.9,61.6,57.9,38.8,30.7,26.0,22.8,20.6,18.8,17.4,16.3,15.3,10.2,8.1,6.9,6.0,5.4,5.0,4.6,4.3,4.0,3.8,3.6,3.5,3.3,3.2,3.1,3.0,2.9,2.8,2.7
85.0,73.2,67.0,62.0,57.9,54.5,36.5,28.9,24.5,21.5,19.3,17.7,16.4,15.3,14.4,9.6,7.6,6.5,5.7,5.1,4.7,4.3,4.0,3.8,3.6,3.4,3.3,3.1,3.0,2.9,2.8,2.7,2.6,2.5
86.0,69.0,63.1,58.4,54.6,51.3,34.4,27.2,23.0,20.2,18.2,16.7,15.4,14.4,13.6,9.1,7.2,6.1,5.3,4.8,4.4,4.1,3.8,3.6,3.4,3.2,3.1,2.9,2.8,2.7,2.6,2.5,2.5,2.4
87.0,65.0,59.4,55.0,51.4,48.4,32.4,25.6,21.7,19.1,17.2,15.7,14.5,13.6,12.8,8.6,6.8,5.7,5.0,4.5,4.1,3.8,3.6,3.4,3.2,3.0,2.9,2.8,2.7,2.6,2.5,2.4,2.3,2.3
88.0,61.3,56.1,51.9,48.5,45.6,30.5,24.2,20.5,18.0,16.2,14.8,13.7,12.8,12.0,8.1,6.4,5.4,4.7,4.3,3.9,3.6,3.4,3.2,3.0,2.9,2.7,2.6,2.5,2.4,2.3,2.3,2.2,2.1
89.0,57.8,52.9,49.0,45.7,43.0,28.8,22.8,19.3,17.0,15.3,14.0,12.9,12.1,11.4,7.6,6.0,5.1,4.5,4.0,3.7,3.4,3.2,3.0,2.8,2.7,2.6,2.5,2.4,2.3,2.2,2.1,2.1,2.0
90.0,54.6,49.9,46.2,43.2,40.6,27.2,21.5,18.2,16.0,14.4,13.2,12.2,11.4,10.7,7.2,5.7,4.8,4.2,3.8,3.5,3.2,3.0,2.8,2.7,2.5,2.4,2.3,2.2,2.2,2.1,2.0,2.0,1.9
91.0,51.6,47.2,43.7,40.8,38.4,25.7,20.3,17.2,15.1,13.6,12.5,11.5,10.8,10.1,6.8,5.4,4.5,4.0,3.6,3.3,3.0,2.8,2.7,2.5,2.4,2.3,2.2,2.1,2.0,2.0,1.9,1.8,1.8
92.0,48.8,44.6,41.3,38.6,36.3,24.3,19.2,16.3,14.3,12.9,11.8,10.9,10.2,9.6,6.4,5.1,4.3,3.8,3.4,3.1,2.9,2.7,2.5,2.4,2.3,2.2,2.1,2.0,1.9,1.9,1.8,1.7,1.7
93.0,46.1,42.2,39.1,36.5,34.3,23.0,18.2,15.4,13.5,12.2,11.1,10.3,9.6,9.1,6.1,4.8,4.1,3.6,3.2,2.9,2.7,2.5,2.4,2.3,2.2,2.1,2.0,1.9,1.8,1.8,1.7,1.7,1.6
94.0,43.7,39.9,37.0,34.5,32.5,21.8,17.2,14.6,12.8,11.5,10.5,9.8,9.1,8.6,5.7,4.5,3.8,3.4,3.0,2.8,2.6,2.4,2.3,2.1,2.0,1.9,1.9,1.8,1.7,1.7,1.6,1.6,1.5
